Date,Tweets,Likes
20240827-1130,0,0
20240827-1135,0,0
20240827-1140,0,0
20240827-1145,0,0
20240827-1150,0,0
20240827-1155,0,0
20240827-1200,1,0
20240827-1205,0,0
20240827-1210,0,0
20240827-1215,0,0
20240827-1220,0,0
20240827-1225,0,0
20240827-1230,0,0
20240827-1235,0,0
20240827-1240,0,0
20240827-1245,0,0
20240827-1250,0,0
20240827-1255,0,0
20240827-1300,1,2
20240827-1305,1,3
20240827-1310,0,0
20240827-1315,0,0
20240827-1320,1,0
20240827-1325,0,0
20240827-1330,0,1
20240827-1335,0,0
20240827-1340,0,0
20240827-1345,0,0
20240827-1350,0,0
20240827-1355,0,0
20240827-1400,0,0
20240827-1405,0,0
20240827-1410,0,0
20240827-1415,0,0
20240827-1420,0,0
20240827-1425,0,0
20240827-1430,0,0
20240827-1435,0,0
20240827-1440,0,0
20240827-1445,0,0
20240827-1450,0,0
20240827-1455,0,0
20240827-1500,0,0
20240827-1505,0,0
20240827-1510,0,0
20240827-1515,0,0
20240827-1520,0,0
20240827-1525,0,0
20240827-1530,0,0
20240827-1535,0,0
20240827-1540,0,0
20240827-1545,0,0
20240827-1550,0,0
20240827-1555,0,0
20240827-1600,0,0
20240827-1605,0,0
20240827-1610,0,0
20240827-1615,0,0
20240827-1620,0,0
20240827-1625,0,0
20240827-1630,0,0
20240827-1635,0,0
20240827-1640,0,0
20240827-1645,0,0
20240827-1650,0,0
20240827-1655,0,0
20240827-1700,0,0
20240827-1705,0,0
20240827-1710,0,0
20240827-1715,0,0
20240827-1720,0,0
20240827-1725,0,0
20240827-1730,0,0
20240827-1735,0,0
20240827-1740,0,0
20240827-1745,0,0
20240827-1750,0,0
20240827-1755,0,0
20240827-1800,0,0
20240827-1805,0,0
20240827-1810,0,0
20240827-1815,0,0
20240827-1820,0,0
20240827-1825,0,0
20240827-1830,0,0
20240827-1835,0,0
20240827-1840,0,0
20240827-1845,0,0
20240827-1850,0,0
20240827-1855,0,0
20240827-1900,0,0
20240827-1905,0,0
20240827-1910,2,4
20240827-1915,1,2
20240827-1920,2,2
20240827-1925,0,0
20240827-1930,0,0
20240827-1935,0,0
20240827-1940,0,0
20240827-1945,0,0
20240827-1950,0,0
20240827-1955,0,0
20240827-2000,0,0
20240827-2005,0,0
20240827-2010,0,0
20240827-2015,0,0
20240827-2020,0,0
20240827-2025,0,0
20240827-2030,0,0
20240827-2035,0,0
20240827-2040,0,0
20240827-2045,0,0
20240827-2050,0,0
20240827-2055,0,0
20240827-2100,0,0
20240827-2105,0,0
20240827-2110,0,0
20240827-2115,0,0
20240827-2120,1,0
20240827-2125,3,2
20240827-2130,1,2
20240827-2135,1,7
20240827-2140,0,0
20240827-2145,0,6
20240827-2150,0,0
20240827-2155,0,3
20240827-2200,1,10
20240827-2205,2,4
20240827-2210,0,0
20240827-2215,0,2
20240827-2220,0,0
20240827-2225,0,0
20240827-2230,0,0
20240827-2235,0,0
20240827-2240,0,2
20240827-2245,0,8
20240827-2250,0,0
20240827-2255,0,0
20240827-2300,1,4
20240827-2305,0,0
20240827-2310,0,10
20240827-2315,0,9
20240827-2320,0,0
20240827-2325,0,0
20240827-2330,0,0
20240827-2335,0,0
20240827-2340,0,0
20240827-2345,0,0
20240827-2350,0,0
20240827-2355,0,0
20240828-0000,0,0
20240828-0005,0,0
20240828-0010,0,0
20240828-0015,0,0
20240828-0020,0,0
20240828-0025,0,0
20240828-0030,0,0
20240828-0035,0,0
20240828-0040,0,0
20240828-0045,0,0
20240828-0050,0,0
20240828-0055,0,0
20240828-0100,0,0
20240828-0105,0,0
20240828-0110,0,0
20240828-0115,0,0
20240828-0120,0,0
20240828-0125,0,0
20240828-0130,0,0
20240828-0135,0,0
20240828-0140,0,0
20240828-0145,0,0
20240828-0150,0,0
20240828-0155,0,0
20240828-0200,0,0
20240828-0205,0,0
20240828-0210,0,0
20240828-0215,0,0
20240828-0220,0,0
20240828-0225,0,0
20240828-0230,0,0
20240828-0235,0,0
20240828-0240,0,0
20240828-0245,0,0
20240828-0250,0,0
20240828-0255,0,0
20240828-0300,0,0
20240828-0305,0,0
20240828-0310,0,0
20240828-0315,0,0
20240828-0320,0,0
20240828-0325,0,0
20240828-0330,0,0
20240828-0335,0,0
20240828-0340,0,0
20240828-0345,0,0
20240828-0350,0,0
20240828-0355,0,0
20240828-0400,0,0
20240828-0405,0,0
20240828-0410,0,0
20240828-0415,0,0
20240828-0420,0,0
20240828-0425,0,0
20240828-0430,0,0
20240828-0435,0,-1
20240828-0440,0,0
20240828-0445,0,0
20240828-0450,0,0
20240828-0455,0,0
20240828-0500,0,0
20240828-0505,0,0
20240828-0510,0,0
20240828-0515,0,0
20240828-0520,0,0
20240828-0525,0,0
20240828-0530,0,0
20240828-0535,0,0
20240828-0540,0,0
20240828-0545,0,0
20240828-0550,0,0
20240828-0555,0,0
20240828-0600,0,0
20240828-0605,0,0
20240828-0610,0,0
20240828-0615,0,0
20240828-0620,0,0
20240828-0625,0,0
20240828-0630,0,0
20240828-0635,0,0
20240828-0640,0,0
20240828-0645,0,0
20240828-0650,2,8
20240828-0655,1,0
20240828-0700,1,1
20240828-0705,0,0
20240828-0710,0,0
20240828-0715,0,0
20240828-0720,0,0
20240828-0725,0,0
20240828-0730,0,0
20240828-0735,0,0
20240828-0740,0,0
20240828-0745,0,0
20240828-0750,0,0
20240828-0755,0,0
20240828-0800,0,0
20240828-0805,0,0
20240828-0810,0,0
20240828-0815,0,0
20240828-0820,0,0
20240828-0825,0,0
20240828-0830,0,0
20240828-0835,0,0
20240828-0840,0,0
20240828-0845,0,0
20240828-0850,0,0
20240828-0855,0,0
20240828-0900,0,0
20240828-0905,0,0
20240828-0910,0,0
20240828-0915,0,0
20240828-0920,0,0
20240828-0925,0,0
20240828-0930,0,0
20240828-0935,0,0
20240828-0940,0,0
20240828-0945,0,0
20240828-0950,0,0
20240828-0955,0,0
20240828-1000,0,0
20240828-1005,0,0
20240828-1010,0,0
20240828-1015,0,0
20240828-1020,0,0
20240828-1025,0,0
20240828-1030,0,0
20240828-1035,0,0
20240828-1040,0,0
20240828-1045,0,0
20240828-1050,0,0
20240828-1055,0,0
20240828-1100,0,0
20240828-1105,0,0
20240828-1110,0,0
20240828-1115,0,0
20240828-1120,0,0
20240828-1125,0,0
20240828-1130,0,0
20240828-1135,0,0
20240828-1140,0,0
20240828-1145,0,0
20240828-1150,0,0
20240828-1155,0,0
20240828-1200,0,0
20240828-1205,0,0
20240828-1210,0,0
20240828-1215,0,0
20240828-1220,0,0
20240828-1225,0,0
20240828-1230,0,0
20240828-1235,0,0
20240828-1240,0,0
20240828-1245,0,0
20240828-1250,0,0
20240828-1255,0,0
20240828-1300,0,1
20240828-1305,0,0
20240828-1310,0,1
20240828-1315,0,0
20240828-1320,0,0
20240828-1325,0,0
20240828-1330,0,0
20240828-1335,0,0
20240828-1340,0,0
20240828-1345,0,0
20240828-1350,0,0
20240828-1355,0,0
20240828-1400,0,0
20240828-1405,0,0
20240828-1410,0,0
20240828-1415,0,0
20240828-1420,0,0
20240828-1425,0,0
20240828-1430,0,0
20240828-1435,0,0
20240828-1440,0,0
20240828-1445,0,0
20240828-1450,0,0
20240828-1455,0,0
20240828-1500,0,0
20240828-1505,0,0
20240828-1510,0,0
20240828-1515,0,0
20240828-1520,0,0
20240828-1525,0,0
20240828-1530,0,0
20240828-1535,0,0
20240828-1540,0,0
20240828-1545,0,0
20240828-1550,0,0
20240828-1555,1,0
20240828-1600,0,0
20240828-1605,0,0
20240828-1610,0,0
20240828-1615,0,0
20240828-1620,0,0
20240828-1625,0,0
20240828-1630,0,0
20240828-1635,0,0
20240828-1640,0,0
20240828-1645,0,0
20240828-1650,0,0
20240828-1655,0,0
20240828-1700,1,1
20240828-1705,0,0
20240828-1710,0,0
20240828-1715,0,0
20240828-1720,0,0
20240828-1725,0,0
20240828-1730,0,0
20240828-1735,0,0
20240828-1740,0,0
20240828-1745,0,0
20240828-1750,0,0
20240828-1755,0,0
20240828-1800,0,0
20240828-1805,0,0
20240828-1810,0,0
20240828-1815,0,0
20240828-1820,0,0
20240828-1825,0,0
20240828-1830,0,0
20240828-1835,0,0
20240828-1840,0,0
20240828-1845,0,0
20240828-1850,0,0
20240828-1855,0,0
20240828-1900,0,0
20240828-1905,0,0
20240828-1910,0,0
20240828-1915,0,0
20240828-1920,0,0
20240828-1925,0,0
20240828-1930,0,0
20240828-1935,0,0
20240828-1940,0,0
20240828-1945,0,0
20240828-1950,0,0
20240828-1955,0,0
20240828-2000,0,0
20240828-2005,0,0
20240828-2010,0,0
20240828-2015,0,0
20240828-2020,0,0
20240828-2025,0,0
20240828-1850,0,0
20240828-1855,0,0
20240828-1900,0,0
20240828-1905,0,0
20240828-1910,0,0
20240828-1915,0,0
20240828-1920,0,0
20240828-1925,0,0
20240828-1930,0,0
20240828-1935,0,0
20240828-1940,0,0
20240828-1945,0,0
20240828-1950,0,0
20240828-1955,0,0
20240828-2000,0,0
20240828-2005,0,0
20240828-2010,0,0
20240828-2015,0,0
20240828-2020,0,0
20240828-2025,0,0
20240828-2030,0,0
20240828-2035,0,5
20240828-2040,1,1
20240828-2045,0,0
20240828-2050,0,0
20240828-2055,0,0
20240828-2100,1,1
20240828-2105,0,3
20240828-2110,1,5
20240828-2115,2,1
20240828-2120,0,1
20240828-2125,0,0
20240828-2130,3,0
20240828-2135,1,1
20240828-2140,1,0
20240828-2145,2,10
20240828-2150,1,3
20240828-2155,2,5
20240828-2200,1,0
20240828-2205,1,1
20240828-2210,3,5
20240828-2215,2,6
20240828-2220,3,2
20240828-2225,0,1
20240828-2230,1,6
20240828-2235,1,6
20240828-2240,0,3
20240828-2245,0,4
20240828-2250,2,6
20240828-2255,0,0
20240828-2300,1,6
20240828-2305,0,0
20240828-2310,0,0
20240828-2315,0,0
20240828-2320,0,0
20240828-2325,0,0
20240828-2330,0,0
20240828-2335,0,0
20240828-2340,0,0
20240828-2345,0,0
20240828-2350,0,0
20240828-2355,0,0
20240829-0000,0,0
20240829-0005,0,0
20240829-0010,0,0
20240829-0015,0,0
20240829-0020,0,0
20240829-0025,0,0
20240829-0030,0,0
20240829-0035,0,0
20240829-0040,0,0
20240829-0045,0,0
20240829-0050,0,0
20240829-0055,0,0
20240829-0100,0,0
20240829-0105,0,0
20240829-0110,0,0
20240829-0115,0,0
20240829-0120,0,0
20240829-0125,0,0
20240829-0130,0,0
20240829-0135,0,0
20240829-0140,0,0
20240829-0145,0,0
20240829-0150,0,0
20240829-0155,0,0
20240829-0200,0,0
20240829-0205,0,0
20240829-0210,0,0
20240829-0215,0,0
20240829-0220,0,0
20240829-0225,0,0
20240829-0230,0,0
20240829-0235,0,0
20240829-0240,0,0
20240829-0245,0,0
20240829-0250,0,0
20240829-0255,0,0
20240829-0300,0,0
20240829-0305,0,0
20240829-0310,0,0
20240829-0315,0,0
20240829-0320,0,0
20240829-0325,0,0
20240829-0330,0,0
20240829-0335,0,0
20240829-0340,0,0
20240829-0345,0,0
20240829-0350,0,0
20240829-0355,0,0
20240829-0400,0,0
20240829-0405,0,0
20240829-0410,0,0
20240829-0415,0,0
20240829-0420,0,0
20240829-0425,0,0
20240829-0430,0,0
20240829-0435,0,0
20240829-0440,0,0
20240829-0445,0,0
20240829-0450,0,0
20240829-0455,0,0
20240829-0500,0,0
20240829-0505,0,0
20240829-0510,0,0
20240829-0515,0,0
20240829-0520,0,0
20240829-0525,0,0
20240829-0530,0,0
20240829-0535,0,0
20240829-0540,0,0
20240829-0545,0,0
20240829-0550,0,0
20240829-0555,0,0
20240829-0600,0,0
20240829-0605,0,0
20240829-0610,0,0
20240829-0615,0,0
20240829-0620,0,0
20240829-0625,0,0
20240829-0630,1,2
20240829-0635,2,11
20240829-0640,1,14
20240829-0645,2,7
20240829-0650,0,6
20240829-0655,0,5
20240829-0700,0,4
20240829-0705,0,0
20240829-0710,0,0
20240829-0715,0,0
20240829-0720,0,0
20240829-0725,0,0
20240829-0730,0,0
20240829-0735,0,0
20240829-0740,0,0
20240829-0745,0,0
20240829-0750,0,0
20240829-0755,0,0
20240829-0800,0,0
20240829-0805,0,0
20240829-0810,0,0
20240829-0815,0,-1
20240829-0820,0,0
20240829-0825,0,0
20240829-0830,0,0
20240829-0835,3,3
20240829-0840,3,16
20240829-0845,2,9
20240829-0850,7,9
20240829-0855,4,8
20240829-0900,1,0
20240829-0905,0,0
20240829-0910,0,0
20240829-0915,0,0
20240829-0920,0,0
20240829-0925,0,0
20240829-0930,0,0
20240829-0935,3,8
20240829-0940,1,0
20240829-0945,0,0
20240829-0950,0,5
20240829-0955,1,5
20240829-1000,2,10
20240829-1005,2,3
20240829-1010,0,0
20240829-1015,0,-1
20240829-1020,0,0
20240829-1025,0,0
20240829-1030,0,0
20240829-1035,1,2
20240829-1040,3,9
20240829-1045,3,18
20240829-1050,7,11
20240829-1055,4,7
20240829-1100,0,0
20240829-1105,0,0
20240829-1110,0,0
20240829-1115,0,4
20240829-1120,1,1
20240829-1125,0,0
20240829-1130,0,0
20240829-1135,0,0
20240829-1140,0,0
20240829-1145,1,1
20240829-1150,0,0
20240829-1155,0,0
20240829-1200,0,0
20240829-1205,0,0
20240829-1210,0,0
20240829-1215,-1,-2
20240829-1220,0,0
20240829-1225,0,0
20240829-1230,0,0
20240829-1235,0,0
20240829-1240,0,0
20240829-1245,0,0
20240829-1250,0,0
20240829-1255,0,0
20240829-1300,0,0
20240829-1305,0,0
20240829-1310,0,0
20240829-1315,0,0
20240829-1320,0,0
20240829-1325,0,0
20240829-1330,0,0
20240829-1335,0,0
20240829-1340,0,0
20240829-1345,0,0
20240829-1350,0,0
20240829-1355,0,0
20240829-1400,0,-1
20240829-1405,0,0
20240829-1410,0,0
20240829-1415,0,0
20240829-1420,2,2
20240829-1425,1,2
20240829-1430,0,0
20240829-1435,0,0
20240829-1440,0,0
20240829-1445,0,0
20240829-1450,0,0
20240829-1455,0,0
20240829-1500,0,0
20240829-1505,0,0
20240829-1510,0,0
20240829-1515,0,0
20240829-1520,0,0
20240829-1525,0,0
20240829-1530,0,0
20240829-1535,0,0
20240829-1540,0,0
20240829-1545,0,0
20240829-1550,0,0
20240829-1555,0,-1
20240829-1600,0,0
20240829-1605,0,0
20240829-1610,0,0
20240829-1615,3,3
20240829-1620,2,2
20240829-1625,0,0
20240829-1630,0,0
20240829-1635,0,0
20240829-1640,0,0
20240829-1645,0,0
20240829-1650,0,0
20240829-1655,0,0
20240829-1700,1,1
20240829-1705,4,11
20240829-1710,4,11
20240829-1715,0,0
20240829-1720,0,0
20240829-1725,0,0
20240829-1730,0,0
20240829-1735,0,1
20240829-1740,2,3
20240829-1745,0,0
20240829-1750,0,0
20240829-1755,0,0
20240829-1800,0,9
20240829-1805,0,4
20240829-1810,0,0
20240829-1815,0,0
20240829-1820,1,2
20240829-1825,0,0
20240829-1830,0,0
20240829-1835,0,0
20240829-1840,0,0
20240829-1845,1,1
20240829-1850,0,4
20240829-1855,0,0
20240829-1900,0,0
20240829-1905,0,0
20240829-1910,0,0
20240829-1915,0,0
20240829-1920,0,0
20240829-1925,0,0
20240829-1930,0,0
20240829-1935,0,0
20240829-1940,0,0
20240829-1945,0,0
20240829-1950,0,0
20240829-1955,0,0
20240829-2000,0,0
20240829-2005,0,0
20240829-2010,0,0
20240829-2015,0,0
20240829-2020,0,0
20240829-2025,0,0
20240829-2030,0,0
20240829-2035,0,0
20240829-2040,0,0
20240829-2045,0,0
20240829-2050,0,0
20240829-2055,0,0
20240829-2100,0,0
20240829-2105,0,0
20240829-2110,0,0
20240829-2115,0,0
20240829-2120,1,1
20240829-2125,0,0
20240829-2130,0,0
20240829-2135,0,0
20240829-2140,0,0
20240829-2145,0,0
20240829-2150,0,0
20240829-2155,0,0
20240829-2200,0,0
20240829-2205,0,0
20240829-2210,0,0
20240829-2215,0,0
20240829-2220,0,0
20240829-2225,0,0
20240829-2230,0,0
20240829-2235,0,0
20240829-2240,0,0
20240829-2245,0,0
20240829-2250,0,0
20240829-2255,5,16
20240829-2300,3,14
20240829-2305,2,21
20240829-2310,2,12
20240829-2315,0,2
20240829-2320,0,0
20240829-2325,0,0
20240829-2330,1,5
20240829-2335,0,0
20240829-2340,0,0
20240829-2345,0,0
20240829-2350,0,0
20240829-2355,0,0
20240830-0000,0,0
20240830-0005,0,0
20240830-0010,0,0
20240830-0015,0,0
20240830-0020,0,0
20240830-0025,0,0
20240830-0030,0,0
20240830-0035,0,0
20240830-0040,0,0
20240830-0045,0,0
20240830-0050,0,0
20240830-0055,0,0
20240830-0100,0,0
20240830-0105,0,0
20240830-0110,0,0
20240830-0115,0,0
20240830-0120,0,0
20240830-0125,0,0
20240830-0130,0,0
20240830-0135,0,0
20240830-0140,0,0
20240830-0145,0,0
20240830-0150,0,0
20240830-0155,0,0
20240830-0200,0,0
20240830-0205,0,0
20240830-0210,0,0
20240830-0215,0,0
20240830-0220,0,0
20240830-0225,0,0
20240830-0230,0,0
20240830-0235,0,0
20240830-0240,0,0
20240830-0245,0,0
20240830-0250,0,-1
20240830-0255,0,0
20240830-0300,0,1
20240830-0305,0,-1
20240830-0310,0,0
20240830-0315,0,0
20240830-0320,0,0
20240830-0325,0,0
20240830-0330,0,0
20240830-0335,0,0
20240830-0340,0,0
20240830-0345,0,0
20240830-0350,0,0
20240830-0355,0,0
20240830-0400,0,0
20240830-0405,0,0
20240830-0410,0,0
20240830-0415,0,0
20240830-0420,0,0
20240830-0425,0,0
20240830-0430,1,2
20240830-0435,1,6
20240830-0440,0,5
20240830-0445,2,5
20240830-0450,1,-1
20240830-0455,5,8
20240830-0500,1,14
20240830-0505,2,2
20240830-0510,1,7
20240830-0515,4,8
20240830-0520,1,7
20240830-0525,0,8
20240830-0530,2,9
20240830-0535,2,7
20240830-0540,3,8
20240830-0545,0,0
20240830-0550,0,0
20240830-0555,0,0
20240830-0600,0,0
20240830-0605,0,0
20240830-0610,0,0
20240830-0615,0,0
20240830-0620,0,0
20240830-0625,0,0
20240830-0630,0,0
20240830-0635,0,0
20240830-0640,0,0
20240830-0645,0,0
20240830-0650,0,0
20240830-0655,0,-1
20240830-0700,0,0
20240830-0705,0,0
20240830-0710,0,0
20240830-0715,0,0
20240830-0720,0,0
20240830-0725,0,0
20240830-0730,0,1
20240830-0735,0,-1
20240830-0740,0,0
20240830-0745,0,0
20240830-0750,0,0
20240830-0755,0,0
20240830-0800,0,0
20240830-0805,0,0
20240830-0810,0,1
20240830-0815,1,3
20240830-0820,3,4
20240830-0825,0,0
20240830-0830,0,2
20240830-0835,3,7
20240830-0840,0,0
20240830-0845,0,0
20240830-0850,0,0
20240830-0855,1,1
20240830-0900,2,3
20240830-0905,0,0
20240830-0910,0,0
20240830-0915,0,0
20240830-0920,0,0
20240830-0925,0,0
20240830-0930,0,0
20240830-0935,0,0
20240830-0940,0,0
20240830-0945,0,0
20240830-0950,0,0
20240830-0955,0,0
20240830-1000,0,0
20240830-1005,0,0
20240830-1010,0,0
20240830-1015,0,0
20240830-1020,0,0
20240830-1025,0,0
20240830-1030,0,0
20240830-1035,0,0
20240830-1040,0,0
20240830-1045,0,0
20240830-1050,0,0
20240830-1055,0,0
20240830-1100,0,0
20240830-1105,0,0
20240830-1110,0,0
20240830-1115,0,0
20240830-1120,0,0
20240830-1125,0,0
20240830-1130,0,0
20240830-1135,0,0
20240830-1140,0,0
20240830-1145,0,0
20240830-1150,0,0
20240830-1155,0,0
20240830-1200,0,0
20240830-1205,0,0
20240830-1210,0,0
20240830-1215,0,0
20240830-1220,0,0
20240830-1225,0,0
20240830-1230,1,0
20240830-1235,1,1
20240830-1240,0,0
20240830-1245,0,0
20240830-1250,0,0
20240830-1255,0,0
20240830-1300,0,0
20240830-1305,0,0
20240830-1310,0,0
20240830-1315,0,0
20240830-1320,0,0
20240830-1325,0,0
20240830-1330,0,0
20240830-1335,0,0
20240830-1340,0,0
20240830-1345,0,0
20240830-1350,0,0
20240830-1355,2,3
20240830-1400,2,1
20240830-1405,3,7
20240830-1410,3,7
20240830-1415,3,3
20240830-1420,0,-1
20240830-1425,0,0
20240830-1430,0,0
20240830-1435,0,0
20240830-1440,0,0
20240830-1445,0,0
20240830-1450,0,0
20240830-1455,0,0
20240830-1500,0,0
20240830-1505,0,0
20240830-1510,0,0
20240830-1515,0,0
20240830-1520,0,0
20240830-1525,0,1
20240830-1530,0,0
20240830-1535,3,7
20240830-1540,0,0
20240830-1545,0,0
20240830-1550,0,0
20240830-1555,0,1
20240830-1600,2,4
20240830-1605,0,0
20240830-1610,0,0
20240830-1615,1,0
20240830-1620,0,0
20240830-1625,0,0
20240830-1630,1,2
20240830-1635,5,13
20240830-1640,5,17
20240830-1645,2,12
20240830-1650,3,9
20240830-1655,0,0
20240830-1700,0,0
20240830-1705,0,0
20240830-1710,0,0
20240830-1715,0,0
20240830-1720,0,0
20240830-1725,0,0
20240830-1730,0,0
20240830-1735,0,0
20240830-1740,0,0
20240830-1745,0,0
20240830-1750,0,0
20240830-1755,0,0
20240830-1800,0,0
20240830-1805,0,0
20240830-1810,0,0
20240830-1815,0,0
20240830-1820,0,0
20240830-1825,0,0
20240830-1830,0,0
20240830-1835,0,0
20240830-1840,0,0
20240830-1845,0,0
20240830-1850,0,0
20240830-1855,0,0
20240830-1900,0,0
20240830-1905,0,0
20240830-1910,0,0
20240830-1915,0,0
20240830-1920,0,0
20240830-1925,0,0
20240830-1930,0,0
20240830-1935,0,0
20240830-1940,0,0
20240830-1945,0,0
20240830-1950,0,0
20240830-1955,0,0
20240830-2000,0,0
20240830-2005,0,0
20240830-2010,0,0
20240830-2015,0,0
20240830-2020,0,0
20240830-2025,0,0
20240830-2030,0,0
20240830-2035,0,0
20240830-2040,0,0
20240830-2045,0,0
20240830-2050,0,0
20240830-2055,0,0
20240830-2100,0,0
20240830-2105,0,0
20240830-2110,0,0
20240830-2115,0,0
20240830-2120,0,0
20240830-2125,0,0
20240830-2130,0,0
20240830-2135,0,0
20240830-2140,0,0
20240830-2145,0,0
20240830-2150,0,0
20240830-2155,0,0
20240830-2200,0,0
20240830-2205,0,0
20240830-2210,0,0
20240830-2215,0,0
20240830-2220,0,0
20240830-2225,0,0
20240830-2230,0,0
20240830-2235,0,0
20240830-2240,0,0
20240830-2245,0,0
20240830-2250,0,0
20240830-2255,0,0
20240830-2300,0,0
20240830-2305,0,0
20240830-2310,0,0
20240830-2315,0,0
20240830-2320,0,0
20240830-2325,0,0
20240830-2330,0,0
20240830-2335,0,0
20240830-2340,0,0
20240830-2345,3,8
20240830-2350,3,2
20240830-2355,6,9
20240831-0000,3,10
20240831-0005,2,10
20240831-0010,4,2
20240831-0015,1,13
20240831-0020,0,7
20240831-0025,0,0
20240831-0030,0,0
20240831-0035,0,0
20240831-0040,0,0
20240831-0045,0,0
20240831-0050,0,0
20240831-0055,0,0
20240831-0100,0,0
20240831-0105,0,0
20240831-0110,0,0
20240831-0115,0,0
20240831-0120,0,0
20240831-0125,0,0
20240831-0130,0,0
20240831-0135,0,0
20240831-0140,0,0
20240831-0145,0,0
20240831-0150,0,0
20240831-0155,0,0
20240831-0200,0,0
20240831-0205,0,0
20240831-0210,0,0
20240831-0215,0,0
20240831-0220,0,0
20240831-0225,0,0
20240831-0230,0,0
20240831-0235,0,0
20240831-0240,0,0
20240831-0245,0,0
20240831-0250,0,0
20240831-0255,0,0
20240831-0300,0,0
20240831-0305,0,0
20240831-0310,0,0
20240831-0315,0,0
20240831-0320,0,0
20240831-0325,0,0
20240831-0330,0,0
20240831-0335,0,0
20240831-0340,0,0
20240831-0345,0,0
20240831-0350,0,0
20240831-0355,0,0
20240831-0400,0,0
20240831-0405,0,0
20240831-0410,0,0
20240831-0415,0,0
20240831-0420,0,0
20240831-0425,0,0
20240831-0430,0,0
20240831-0435,0,0
20240831-0440,0,0
20240831-0445,0,0
20240831-0450,0,0
20240831-0455,0,0
20240831-0500,0,0
20240831-0505,0,0
20240831-0510,0,0
20240831-0515,0,0
20240831-0520,0,0
20240831-0525,0,0
20240831-0530,0,0
20240831-0535,0,0
20240831-0540,0,0
20240831-0545,0,0
20240831-0550,0,0
20240831-0555,0,0
20240831-0600,0,0
20240831-0605,0,0
20240831-0610,0,0
20240831-0615,0,0
20240831-0620,0,0
20240831-0625,0,0
20240831-0630,0,0
20240831-0635,0,0
20240831-0640,0,0
20240831-0645,0,0
20240831-0650,0,0
20240831-0655,0,0
20240831-0700,0,0
20240831-0705,0,0
20240831-0710,1,1
20240831-0715,0,0
20240831-0720,0,0
20240831-0725,0,0
20240831-0730,0,0
20240831-0735,0,0
20240831-0740,0,0
20240831-0745,0,0
20240831-0750,0,0
20240831-0755,0,0
20240831-0800,0,0
20240831-0805,0,0
20240831-0810,0,0
20240831-0815,0,0
20240831-0820,0,0
20240831-0825,0,0
20240831-0830,0,0
20240831-0835,0,0
20240831-0840,0,0
20240831-0845,0,0
20240831-0850,0,0
20240831-0855,0,0
20240831-0900,0,0
20240831-0905,0,0
20240831-0910,1,1
20240831-0915,0,0
20240831-0920,0,0
20240831-0925,0,0
20240831-0930,0,0
20240831-0935,1,0
20240831-0940,0,0
20240831-0945,0,0
20240831-0950,0,0
20240831-0955,0,0
20240831-1000,0,0
20240831-1005,0,0
20240831-1010,0,0
20240831-1015,0,0
20240831-1020,0,0
20240831-1025,0,0
20240831-1030,0,0
20240831-1035,0,0
20240831-1040,0,0
20240831-1045,0,0
20240831-1050,0,0
20240831-1055,0,0
20240831-1100,0,0
20240831-1105,0,-1
20240831-1110,0,0
20240831-1115,0,0
20240831-1120,0,0
20240831-1125,0,0
20240831-1130,0,0
20240831-1135,0,0
20240831-1140,0,0
20240831-1145,0,0
20240831-1150,0,0
20240831-1155,0,0
20240831-1200,0,0
20240831-1205,0,0
20240831-1210,0,0
20240831-1215,0,2
20240831-1220,6,13
20240831-1225,0,1
20240831-1230,0,0
20240831-1235,0,0
20240831-1240,0,0
20240831-1245,0,0
20240831-1250,0,-1
20240831-1255,0,0
20240831-1300,0,0
20240831-1305,0,0
20240831-1310,0,0
20240831-1315,0,0
20240831-1320,0,0
20240831-1325,0,0
20240831-1330,0,0
20240831-1335,0,0
20240831-1340,0,0
20240831-1345,0,0
20240831-1350,0,0
20240831-1355,0,0
20240831-1400,0,0
20240831-1405,0,0
20240831-1410,0,0
20240831-1415,0,0
20240831-1420,0,0
20240831-1425,0,0
20240831-1430,0,0
20240831-1435,0,0
20240831-1440,0,0
20240831-1445,0,0
20240831-1450,0,0
20240831-1455,0,0
20240831-1500,0,0
20240831-1505,0,0
20240831-1510,-1,0
20240831-1515,0,0
20240831-1520,0,0
20240831-1525,0,0
20240831-1530,0,0
20240831-1535,0,0
20240831-1540,0,0
20240831-1545,0,0
20240831-1550,0,0
20240831-1555,0,0
20240831-1600,0,0
20240831-1605,0,0
20240831-1610,0,0
20240831-1615,0,0
20240831-1620,0,0
20240831-1625,0,0
20240831-1630,0,0
20240831-1635,0,0
20240831-1640,0,0
20240831-1645,0,0
20240831-1650,0,-1
20240831-1655,0,0
20240831-1700,0,0
20240831-1705,0,0
20240831-1710,0,0
20240831-1715,0,0
20240831-1720,0,0
20240831-1725,0,0
20240831-1730,0,0
20240831-1735,0,0
20240831-1740,0,0
20240831-1745,0,0
20240831-1750,0,0
20240831-1755,0,0
20240831-1800,0,0
20240831-1805,0,0
20240831-1810,0,0
20240831-1815,0,0
20240831-1820,0,0
20240831-1825,0,0
20240831-1830,0,0
20240831-1835,0,0
20240831-1840,2,4
20240831-1845,4,8
20240831-1850,0,0
20240831-1855,0,1
20240831-1900,2,1
20240831-1905,2,5
20240831-1910,3,5
20240831-1915,3,7
20240831-1920,2,6
20240831-1925,0,0
20240831-1930,0,0
20240831-1935,0,0
