date,adriantweets,adrianlikes,elontweets,elonlikes
20241210-1205,0,0,0,0
20241210-1210,0,0,0,0
20241210-1215,0,0,0,0
20241210-1220,0,0,0,0
20241210-1225,0,0,0,0
20241210-1230,0,0,0,0
20241210-1235,0,0,0,0
20241210-1240,0,0,0,0
20241210-1245,0,0,0,0
20241210-1250,0,0,0,0
20241210-1255,0,1,0,0
20241210-1300,0,0,0,0
20241210-1305,0,0,1,1
20241210-1310,0,0,0,0
20241210-1315,0,0,0,0
20241210-1320,2,1,0,0
20241210-1325,0,1,0,0
20241210-1330,0,3,0,0
20241210-1335,0,0,0,0
20241210-1340,0,0,0,0
20241210-1345,0,0,1,2
20241210-1350,0,0,1,1
20241210-1355,0,2,0,0
20241210-1400,0,1,2,3
20241210-1405,1,0,0,0
20241210-1410,0,0,0,0
20241210-1415,0,0,0,0
20241210-1420,0,0,0,0
20241210-1425,0,0,0,0
20241210-1430,0,0,0,0
20241210-1435,0,0,0,0
20241210-1440,0,0,0,0
20241210-1445,0,0,0,0
20241210-1450,0,0,1,1
20241210-1455,0,0,3,7
20241210-1500,0,0,0,0
20241210-1505,0,0,0,0
20241210-1510,0,0,0,0
20241210-1515,0,0,0,0
20241210-1520,0,0,0,0
20241210-1525,0,1,0,0
20241210-1530,0,1,0,0
20241210-1535,0,1,0,0
20241210-1540,0,1,0,0
20241210-1545,1,3,0,0
20241210-1550,0,2,0,0
20241210-1555,0,0,0,0
20241210-1600,0,0,0,0
20241210-1605,0,0,0,0
20241210-1610,0,0,0,0
20241210-1615,0,0,0,0
20241210-1620,0,0,0,0
20241210-1625,0,0,0,0
20241210-1630,0,0,0,0
20241210-1635,1,2,0,0
20241210-1640,1,2,0,0
20241210-1645,0,1,0,0
20241210-1650,0,0,0,0
20241210-1655,0,0,0,0
20241210-1700,0,0,0,0
20241210-1705,0,0,0,0
20241210-1710,0,0,0,0
20241210-1715,0,0,0,0
20241210-1720,0,0,0,0
20241210-1725,0,0,0,0
20241210-1730,0,0,0,0
20241210-1735,0,0,0,0
20241210-1740,0,0,0,0
20241210-1745,0,0,0,0
20241210-1750,0,0,0,0
20241210-1755,1,2,0,0
20241210-1800,0,2,0,0
20241210-1805,0,0,0,0
20241210-1810,0,2,0,0
20241210-1815,0,0,0,0
20241210-1820,0,0,0,0
20241210-1825,1,1,0,0
20241210-1830,2,2,0,0
20241210-1835,0,2,0,0
20241210-1840,0,0,0,0
20241210-1845,4,1,0,0
20241210-1850,0,0,2,0
20241210-1855,0,0,2,3
20241210-1900,0,0,1,2
20241210-1905,0,1,4,12
20241210-1910,0,2,0,1
20241210-1915,0,0,0,0
20241210-1920,0,0,0,0
20241210-1925,0,0,0,0
20241210-1930,0,1,0,0
20241210-1935,0,0,0,0
20241210-1940,0,0,0,0
20241210-1945,0,0,0,0
20241210-1950,0,1,0,0
20241210-1955,0,0,0,0
20241210-2000,0,0,0,0
20241210-2005,0,0,0,0
20241210-2010,0,0,1,1
20241210-2015,0,0,1,1
20241210-2020,0,0,0,0
20241210-2025,0,0,0,0
20241210-2030,0,0,0,0
20241210-2035,0,0,0,0
20241210-2040,0,1,0,0
20241210-2045,0,0,0,0
20241210-2050,0,0,0,0
20241210-2055,0,0,0,0
20241210-2100,0,0,0,0
20241210-2105,0,0,0,0
20241210-2110,0,1,0,0
20241210-2115,0,0,0,0
20241210-2120,0,0,0,0
20241210-2125,0,0,0,0
20241210-2130,0,0,0,0
20241210-2135,0,0,0,0
20241210-2140,0,0,0,0
20241210-2145,0,0,0,0
20241210-2150,0,0,0,0
20241210-2155,0,0,0,0
20241210-2200,0,0,0,0
20241210-2205,0,0,0,0
20241210-2210,0,0,0,0
20241210-2215,0,0,0,0
20241210-2220,0,0,0,0
20241210-2225,0,0,0,0
20241210-2230,0,0,0,0
20241210-2235,1,0,0,0
20241210-2240,0,0,0,0
20241210-2245,0,0,0,0
20241210-2250,0,1,0,0
20241210-2255,0,0,0,0
20241210-2300,0,0,0,0
20241210-2305,0,0,0,0
20241210-2310,0,0,0,0
20241210-2315,0,0,0,0
20241210-2320,0,0,0,0
20241210-2325,0,0,0,0
20241210-2330,0,0,0,0
20241210-2335,0,0,0,0
20241210-2340,0,1,0,0
20241210-2345,0,0,0,0
20241210-2350,0,0,0,0
20241210-2355,0,0,0,0
20241211-0000,0,0,0,0
20241211-0005,0,0,0,3
20241211-0010,0,0,1,1
20241211-0015,0,0,0,0
20241211-0020,0,0,3,9
20241211-0025,0,0,2,6
20241211-0030,0,0,3,9
20241211-0035,0,0,2,13
20241211-0040,0,0,2,8
20241211-0045,0,0,1,1
20241211-0050,0,0,1,0
20241211-0055,0,0,1,6
20241211-0100,0,0,3,9
20241211-0105,0,0,5,10
20241211-0110,0,0,1,0
20241211-0115,0,0,3,7
20241211-0120,0,0,4,10
20241211-0125,0,0,2,13
20241211-0130,0,0,2,2
20241211-0135,0,0,5,12
20241211-0140,0,0,3,12
20241211-0145,0,0,0,4
20241211-0150,0,0,0,0
20241211-0155,0,0,2,5
20241211-0200,0,0,2,7
20241211-0205,0,0,4,7
20241211-0210,0,0,1,5
20241211-0215,0,0,3,10
20241211-0220,0,0,1,0
20241211-0225,0,1,7,14
20241211-0230,0,0,0,1
20241211-0235,0,0,0,3
20241211-0240,0,0,2,11
20241211-0245,0,0,0,1
20241211-0250,0,0,3,5
20241211-0255,0,1,2,0
20241211-0300,1,1,1,0
20241211-0305,0,4,2,11
20241211-0310,0,0,4,8
20241211-0315,0,0,3,3
20241211-0320,0,0,0,4
20241211-0325,0,0,4,9
20241211-0330,1,0,3,10
20241211-0335,0,0,1,10
20241211-0340,0,0,0,3
20241211-0345,0,0,1,0
20241211-0350,0,0,0,0
20241211-0355,0,0,0,0
20241211-0400,0,0,0,0
20241211-0405,0,0,0,0
20241211-0410,2,1,0,0
20241211-0415,0,0,0,0
20241211-0420,0,1,0,0
20241211-0425,0,0,0,0
20241211-0430,0,1,0,0
20241211-0435,0,0,0,0
20241211-0440,0,1,0,0
20241211-0445,0,0,0,0
20241211-0450,0,0,0,0
20241211-0455,0,0,0,0
20241211-0500,0,0,0,0
20241211-0505,0,0,0,0
20241211-0510,0,0,0,0
20241211-0515,1,0,0,0
20241211-0520,0,0,0,0
20241211-0525,0,1,0,0
20241211-0530,0,1,0,0
20241211-0535,0,0,0,0
20241211-0540,0,0,0,0
20241211-0545,0,0,0,0
20241211-0550,0,0,0,0
20241211-0555,0,0,0,0
20241211-0600,0,0,0,0
20241211-0605,0,0,0,0
20241211-0610,1,0,0,0
20241211-0615,0,0,0,0
20241211-0620,0,0,0,0
20241211-0625,0,0,0,0
20241211-0630,0,0,0,0
20241211-0635,0,0,0,0
20241211-0640,0,0,0,0
20241211-0645,0,0,0,0
20241211-0650,0,0,0,0
20241211-0655,0,0,0,0
20241211-0700,0,0,0,0
20241211-0705,0,0,0,0
20241211-0710,0,0,0,0
20241211-0715,0,0,0,0
20241211-0720,0,0,3,1
20241211-0725,0,0,3,2
20241211-0730,0,0,5,1
20241211-0735,0,0,1,0
20241211-0740,0,0,0,0
20241211-0745,0,0,0,1
20241211-0750,0,0,0,4
20241211-0755,0,0,0,0
20241211-0800,0,0,3,4
20241211-0805,0,0,0,0
20241211-0810,0,0,0,0
20241211-0815,0,0,2,2
20241211-0820,0,0,1,2
20241211-0825,0,0,0,0
20241211-0830,0,0,0,0
20241211-0835,0,0,0,0
20241211-0840,0,0,0,0
20241211-0845,0,0,0,0
20241211-0850,0,0,0,0
20241211-0855,0,0,0,0
20241211-0900,0,0,0,0
20241211-0905,0,0,0,0
20241211-0910,0,0,0,0
20241211-0915,0,0,0,0
20241211-0920,0,0,0,0
20241211-0925,0,0,0,0
20241211-0930,0,0,0,0
20241211-0935,0,0,0,0
20241211-0940,0,0,0,0
20241211-0945,0,0,0,0
20241211-0950,0,0,0,0
20241211-0955,0,0,0,0
20241211-1000,0,0,0,0
20241211-1005,0,0,0,0
20241211-1010,0,0,0,0
20241211-1015,0,0,0,0
20241211-1020,0,0,0,0
20241211-1025,0,0,0,0
20241211-1030,0,0,0,0
20241211-1035,0,0,0,0
20241211-1040,0,0,0,0
20241211-1045,0,0,0,0
20241211-1050,0,0,1,1
20241211-1055,0,0,2,3
20241211-1100,0,0,0,5
20241211-1105,0,1,0,0
20241211-1110,0,0,0,0
20241211-1115,0,1,0,0
20241211-1120,0,0,1,10
20241211-1125,0,0,2,6
20241211-1130,0,0,0,0
20241211-1135,0,0,0,0
20241211-1140,0,0,0,0
20241211-1145,0,0,0,0
20241211-1150,0,0,1,4
20241211-1155,0,0,0,0
20241211-1200,0,0,1,2
20241211-1205,0,0,0,0
20241211-1210,1,0,0,0
20241211-1215,0,0,1,5
20241211-1220,0,0,0,0
20241211-1225,0,0,0,0
20241211-1230,0,0,0,0
20241211-1235,0,0,0,0
20241211-1240,0,0,0,0
20241211-1245,0,0,0,0
20241211-1250,0,1,0,0
20241211-1255,0,0,0,0
20241211-1300,0,0,0,0
20241211-1305,0,0,0,0
20241211-1310,1,0,0,0
20241211-1315,0,0,0,0
20241211-1320,0,0,0,0
20241211-1325,0,0,0,0
20241211-1330,0,0,0,0
20241211-1335,0,0,0,0
20241211-1340,0,0,0,0
20241211-1345,0,0,0,0
20241211-1350,0,0,0,0
20241211-1355,0,0,0,0
20241211-1400,0,0,0,0
20241211-1405,0,0,0,0
20241211-1410,2,3,1,0
20241211-1415,0,1,0,0
20241211-1420,0,0,0,0
20241211-1425,0,1,0,0
20241211-1430,0,0,0,0
20241211-1435,0,0,0,0
20241211-1440,0,0,0,1
20241211-1445,0,0,0,0
20241211-1450,0,0,0,0
20241211-1455,1,0,0,0
20241211-1500,0,0,0,0
20241211-1505,0,0,0,0
20241211-1510,0,0,0,0
20241211-1515,0,0,0,0
20241211-1520,0,0,0,0
20241211-1525,0,0,0,0
20241211-1530,0,0,0,0
20241211-1535,0,0,0,0
20241211-1540,1,0,0,0
20241211-1545,0,0,0,0
20241211-1550,0,0,0,0
20241211-1555,0,0,0,0
20241211-1600,0,0,0,0
20241211-1605,0,0,0,0
20241211-1610,0,0,0,0
20241211-1615,0,0,0,0
20241211-1620,0,0,0,0
20241211-1625,0,0,0,0
20241211-1630,0,0,0,0
20241211-1635,0,0,0,0
20241211-1640,0,0,2,6
20241211-1645,0,0,3,8
20241211-1650,0,0,2,3
20241211-1655,0,2,0,0
20241211-1700,0,0,1,3
20241211-1705,0,0,0,0
20241211-1710,1,1,0,0
20241211-1715,0,1,0,0
20241211-1720,0,0,0,0
20241211-1725,0,0,0,0
20241211-1730,0,0,0,0
20241211-1735,0,1,0,0
20241211-1740,0,1,0,1
20241211-1745,0,0,0,0
20241211-1750,0,0,0,0
20241211-1755,0,0,0,0
20241211-1800,0,0,0,0
20241211-1805,0,1,0,3
20241211-1810,0,0,0,0
20241211-1815,0,0,0,0
20241211-1820,0,0,0,0
20241211-1825,0,0,0,0
20241211-1830,0,1,0,0
20241211-1835,0,0,0,0
20241211-1840,2,2,0,0
20241211-1845,0,0,0,0
20241211-1850,0,0,0,0
20241211-1855,0,0,0,0
20241211-1900,0,0,0,0
20241211-1905,0,0,0,0
20241211-1910,0,0,1,4
20241211-1915,0,0,0,1
20241211-1920,0,0,3,2
20241211-1925,1,0,0,0
20241211-1930,0,0,0,0
20241211-1935,0,0,0,0
20241211-1940,0,0,0,0
20241211-1945,0,0,0,0
20241211-1950,0,0,0,0
20241211-1955,0,0,0,0
20241211-2000,0,0,0,0
20241211-2005,0,0,0,1
20241211-2010,0,1,2,4
20241211-2015,0,0,4,10
20241211-2020,0,0,4,11
20241211-2025,1,0,2,6
20241211-2030,0,0,4,7
20241211-2035,0,0,1,1
20241211-2040,0,0,0,0
20241211-2045,1,1,2,2
20241211-2050,0,1,2,8
20241211-2055,0,0,1,4
20241211-2100,0,1,0,0
20241211-2105,1,1,2,2
20241211-2110,0,1,0,1
20241211-2115,0,0,2,5
20241211-2120,1,2,0,0
20241211-2125,2,1,0,0
20241211-2130,0,1,3,1
20241211-2135,1,3,2,4
20241211-2140,0,0,3,12
20241211-2145,0,0,2,8
20241211-2150,0,0,1,0
20241211-2155,0,0,0,11
20241211-2200,0,1,1,2
20241211-2205,0,0,0,0
20241211-2210,0,0,0,0
20241211-2215,0,0,2,3
20241211-2220,1,1,2,2
20241211-2225,0,0,2,3
20241211-2230,0,0,0,5
20241211-2235,0,0,5,6
20241211-2240,0,1,1,2
20241211-2245,0,1,0,5
20241211-2250,0,1,1,3
20241211-2255,3,2,0,0
20241211-2300,0,2,0,0
20241211-2305,0,0,0,6
20241211-2310,0,0,0,3
20241211-2315,0,0,2,0
20241211-2320,0,2,0,0
20241211-2325,0,0,0,0
20241211-2330,0,0,0,0
20241211-2335,0,0,0,0
20241211-2340,0,0,0,0
20241211-2345,0,0,0,0
20241211-2350,0,0,0,0
20241211-2355,0,1,0,0
20241212-0000,0,1,0,0
20241212-0005,0,0,0,0
20241212-0010,0,0,0,0
20241212-0015,0,0,0,0
20241212-0020,0,0,0,0
20241212-0025,0,0,0,0
20241212-0030,1,0,0,0
20241212-0035,0,0,0,0
20241212-0040,0,0,0,0
20241212-0045,0,0,0,0
20241212-0050,0,0,0,0
20241212-0055,0,0,0,0
20241212-0100,0,0,0,0
20241212-0105,0,0,0,0
20241212-0110,0,0,0,0
20241212-0115,0,0,0,0
20241212-0120,0,0,0,0
20241212-0125,0,0,0,0
20241212-0130,0,0,0,0
20241212-0135,0,0,0,0
20241212-0140,0,0,0,0
20241212-0145,0,0,0,0
20241212-0150,0,0,0,0
20241212-0155,0,0,0,0
20241212-0200,0,0,0,0
20241212-0205,0,0,0,0
20241212-0210,0,0,0,0
20241212-0215,0,0,0,0
20241212-0220,0,0,0,0
20241212-0225,0,0,0,0
20241212-0230,1,0,0,0
20241212-0235,0,0,0,0
20241212-0240,0,1,0,0
20241212-0245,0,0,0,0
20241212-0250,0,0,0,0
20241212-0255,0,0,0,0
20241212-0300,0,0,0,0
20241212-0305,0,0,0,0
20241212-0310,0,0,0,0
20241212-0315,0,0,0,0
20241212-0320,0,0,0,0
20241212-0325,0,0,0,0
20241212-0330,0,0,0,0
20241212-0335,0,0,1,0
20241212-0340,0,0,2,5
20241212-0345,0,0,1,5
20241212-0350,0,0,1,2
20241212-0355,0,0,1,3
20241212-0400,0,0,1,3
20241212-0405,0,0,1,6
20241212-0410,0,0,2,2
20241212-0415,0,0,3,11
20241212-0420,0,0,1,13
20241212-0425,0,0,1,5
20241212-0430,0,0,2,8
20241212-0435,0,0,2,8
20241212-0440,0,0,1,7
20241212-0445,0,0,2,3
20241212-0450,0,0,2,3
20241212-0455,0,0,0,2
20241212-0500,0,0,0,2
20241212-0505,0,0,0,0
20241212-0510,0,0,1,0
20241212-0515,0,0,1,3
20241212-0520,0,0,4,4
20241212-0525,0,0,1,2
20241212-0530,0,0,0,0
20241212-0535,0,0,0,0
20241212-0540,0,0,2,4
20241212-0545,0,0,3,7
20241212-0550,0,0,2,9
20241212-0555,0,0,1,4
20241212-0600,0,0,0,0
20241212-0605,0,0,1,10
20241212-0610,0,0,1,2
20241212-0615,0,0,0,0
20241212-0620,0,0,0,0
20241212-0625,0,0,1,6
20241212-0630,0,0,0,2
20241212-0635,0,0,0,0
20241212-0640,0,0,0,2
20241212-0645,0,0,0,0
20241212-0650,0,0,0,0
20241212-0655,0,0,0,0
20241212-0700,0,0,0,0
20241212-0705,0,0,0,0
20241212-0710,0,0,0,0
20241212-0715,0,0,0,0
20241212-0720,0,0,0,0
20241212-0725,0,0,0,0
20241212-0730,0,0,0,0
20241212-0735,0,0,0,0
20241212-0740,0,0,0,0
20241212-0745,0,0,0,0
20241212-0750,0,0,0,0
20241212-0755,0,0,0,0
20241212-0800,0,0,0,0
20241212-0805,0,0,0,0
20241212-0810,0,0,0,0
20241212-0815,0,0,0,0
20241212-0820,0,0,0,0
20241212-0825,0,0,0,0
20241212-0830,0,0,0,0
20241212-0835,0,0,0,0
20241212-0840,0,0,0,0
20241212-0845,0,0,0,0
20241212-0850,0,0,0,0
20241212-0855,0,0,0,0
20241212-0900,0,0,0,0
20241212-0905,0,0,0,0
20241212-0910,0,0,0,0
20241212-0915,0,0,0,1
20241212-0920,0,0,0,0
20241212-0925,0,0,0,0
20241212-0930,0,0,0,0
20241212-0935,0,0,0,0
20241212-0940,0,0,0,1
20241212-0945,0,0,1,1
20241212-0950,1,0,1,10
20241212-0955,0,0,2,3
20241212-1000,0,0,1,0
20241212-1005,0,0,0,0
20241212-1010,0,0,0,0
20241212-1015,0,0,0,0
20241212-1020,0,0,0,0
20241212-1025,0,0,1,0
20241212-1030,0,0,5,7
20241212-1035,0,0,0,0
20241212-1040,0,0,0,0
20241212-1045,0,0,0,0
20241212-1050,0,0,3,3
20241212-1055,0,0,3,4
20241212-1100,0,0,0,1
20241212-1105,0,0,4,7
20241212-1110,0,0,0,0
20241212-1115,0,0,0,1
20241212-1120,0,0,1,3
20241212-1125,0,0,1,0
20241212-1130,0,0,0,0
20241212-1135,0,0,0,0
20241212-1140,0,0,0,0
20241212-1145,0,0,0,0
20241212-1150,0,0,0,0
20241212-1155,0,0,0,0
20241212-1200,0,0,0,0
20241212-1205,0,0,0,0
20241212-1210,0,0,0,0
20241212-1215,0,0,0,0
20241212-1220,0,0,0,0
20241212-1225,0,0,0,0
20241212-1230,0,0,0,0
20241212-1235,0,0,0,0
20241212-1240,0,0,0,0
20241212-1245,0,0,0,0
20241212-1250,0,0,0,0
20241212-1255,0,0,0,0
20241212-1300,0,0,0,0
20241212-1305,0,0,0,0
20241212-1310,0,0,0,0
20241212-1315,0,0,0,0
20241212-1320,0,0,0,0
20241212-1325,0,0,0,0
20241212-1330,0,0,0,0
20241212-1335,0,0,0,0
20241212-1340,0,0,0,0
20241212-1345,0,0,0,0
20241212-1350,0,0,0,0
20241212-1355,0,0,0,0
20241212-1400,0,0,0,0
20241212-1405,0,0,0,0
20241212-1410,0,0,0,0
20241212-1415,0,0,0,0
20241212-1420,0,0,0,0
20241212-1425,0,0,0,0
20241212-1430,0,0,0,0
20241212-1435,0,0,0,0
20241212-1440,0,0,0,0
20241212-1445,0,0,0,0
20241212-1450,0,0,0,0
20241212-1455,0,0,0,0
20241212-1500,0,0,0,0
20241212-1505,0,0,0,0
20241212-1510,0,0,0,0
20241212-1515,0,0,0,0
20241212-1520,0,0,0,0
20241212-1525,0,0,0,0
20241212-1530,0,0,0,0
20241212-1535,0,0,0,2
20241212-1540,0,0,0,0
20241212-1545,0,0,0,0
20241212-1550,0,0,1,0
20241212-1555,0,0,0,0
20241212-1600,0,0,2,0
20241212-1605,0,0,0,0
20241212-1610,0,0,1,4
20241212-1615,0,0,3,11
20241212-1620,0,0,0,0
20241212-1625,0,0,0,0
20241212-1630,0,0,0,0
20241212-1635,0,1,0,0
20241212-1640,0,0,0,8
20241212-1645,0,0,1,0
20241212-1650,0,0,0,0
20241212-1655,0,0,0,0
20241212-1700,0,0,0,0
20241212-1705,0,0,0,0
20241212-1710,0,0,1,2
20241212-1715,0,0,2,5
20241212-1720,0,0,4,7
20241212-1725,0,0,0,0
20241212-1730,0,0,1,1
20241212-1735,0,0,3,1
20241212-1740,0,0,1,1
20241212-1745,0,0,0,0
20241212-1750,0,0,0,0
20241212-1755,0,0,0,0
20241212-1800,0,0,0,0
20241212-1805,0,0,0,0
20241212-1810,0,0,0,0
20241212-1815,0,0,0,0
20241212-1820,0,0,1,2
20241212-1825,0,0,0,0
20241212-1830,0,0,0,4
20241212-1835,0,0,1,1
20241212-1840,0,0,3,4
20241212-1845,0,0,4,13
20241212-1850,1,0,1,7
20241212-1855,0,0,2,8
20241212-1900,0,0,0,0
20241212-1905,1,0,0,0
20241212-1910,0,0,0,0
20241212-1915,0,0,0,0
20241212-1920,0,0,0,0
20241212-1925,0,0,0,0
20241212-1930,0,2,0,0
20241212-1935,0,0,0,0
20241212-1940,0,0,0,1
20241212-1945,0,0,3,6
20241212-1950,0,0,0,2
20241212-1955,0,0,0,0
20241212-2000,0,0,0,0
20241212-2005,0,0,0,0
20241212-2010,1,0,0,0
20241212-2015,0,0,0,0
20241212-2020,0,0,0,0
20241212-2025,0,0,0,0
20241212-2030,0,2,0,0
20241212-2035,0,0,0,0
20241212-2040,0,0,0,0
20241212-2045,0,0,0,0
20241212-2050,0,0,0,0
20241212-2055,0,0,0,0
20241212-2100,0,0,0,0
20241212-2105,0,0,0,0
20241212-2110,0,0,0,0
20241212-2115,0,0,0,0
20241212-2120,0,0,0,0
20241212-2125,0,0,0,0
20241212-2130,0,0,0,0
20241212-2135,0,0,0,0
20241212-2140,0,0,0,0
20241212-2145,0,0,0,0
20241212-2150,0,0,0,0
20241212-2155,0,0,0,0
20241212-2200,0,0,0,0
20241212-2205,0,0,0,0
20241212-2210,0,0,0,0
20241212-2215,0,0,0,0
20241212-2220,0,0,5,3
20241212-2225,0,0,6,8
20241212-2230,0,0,0,0
20241212-2235,0,0,0,0
20241212-2240,0,0,2,7
20241212-2245,0,0,4,9
20241212-2250,0,0,2,10
20241212-2255,0,0,0,2
20241212-2300,0,0,0,1
20241212-2305,0,0,2,2
20241212-2310,0,0,3,8
20241212-2315,0,0,5,6
20241212-2320,0,0,1,9
20241212-2325,0,6,4,8
20241212-2330,0,0,1,13
20241212-2335,0,0,2,10
20241212-2340,0,0,1,1
20241212-2345,0,0,0,1
20241212-2350,0,0,4,5
20241212-2355,0,1,4,5
20241213-0000,0,0,4,7
20241213-0005,0,0,4,5
20241213-0010,0,0,1,3
20241213-0015,1,0,2,11
20241213-0020,0,2,1,8
20241213-0025,0,1,2,5
20241213-0030,0,1,2,1
20241213-0035,0,0,0,0
20241213-0040,2,1,1,4
20241213-0045,1,0,2,9
20241213-0050,0,1,3,15
20241213-0055,0,0,3,9
20241213-0100,0,0,1,15
20241213-0105,1,1,0,0
20241213-0110,0,0,0,0
20241213-0115,0,0,0,0
20241213-0120,0,0,0,0
20241213-0125,0,1,0,0
20241213-0130,0,0,0,0
20241213-0135,0,0,0,0
20241213-0140,0,1,0,0
20241213-0145,0,0,0,0
20241213-0150,0,1,0,0
20241213-0155,0,0,0,0
20241213-0200,0,0,0,0
20241213-0205,0,0,0,0
20241213-0210,0,0,0,0
20241213-0215,0,0,0,0
20241213-0220,0,0,0,0
20241213-0225,0,0,0,1
20241213-0230,0,0,2,11
20241213-0235,0,0,0,4
20241213-0240,0,0,1,4
20241213-0245,0,0,2,4
20241213-0250,0,0,4,11
20241213-0255,0,0,1,12
20241213-0300,0,0,3,5
20241213-0305,0,0,2,11
20241213-0310,0,0,2,0
20241213-0315,0,0,4,4
20241213-0320,0,0,3,7
20241213-0325,0,0,3,5
20241213-0330,0,0,1,6
20241213-0335,0,0,2,3
20241213-0340,0,0,0,11
20241213-0345,0,0,2,7
20241213-0350,0,0,0,2
20241213-0355,0,0,0,0
20241213-0400,0,0,0,0
20241213-0405,0,0,0,0
20241213-0410,0,0,0,0
20241213-0415,0,0,0,0
20241213-0420,0,0,0,0
20241213-0425,0,0,0,0
20241213-0430,0,0,0,0
20241213-0435,0,0,0,0
20241213-0440,0,0,0,0
20241213-0445,0,0,0,0
20241213-0450,0,0,0,0
20241213-0455,0,0,0,0
20241213-0500,0,0,0,0
20241213-0505,0,0,0,0
20241213-0510,0,0,0,0
20241213-0515,0,0,0,0
20241213-0520,0,0,0,0
20241213-0525,0,0,0,0
20241213-0530,0,0,0,0
20241213-0535,0,0,0,0
20241213-0540,0,0,0,0
20241213-0545,0,0,0,0
20241213-0550,0,0,0,0
20241213-0555,0,0,0,0
20241213-0600,0,0,0,0
20241213-0605,0,0,0,0
20241213-0610,0,0,0,0
20241213-0615,0,0,0,0
20241213-0620,0,0,0,0
20241213-0625,0,0,0,0
20241213-0630,0,0,0,0
20241213-0635,0,0,0,0
20241213-0640,0,0,0,0
20241213-0645,0,0,0,0
20241213-0650,0,0,0,0
20241213-0655,0,0,0,0
20241213-0700,0,0,0,0
20241213-0705,0,0,0,0
20241213-0710,0,0,0,0
20241213-0715,0,0,0,0
20241213-0720,0,0,0,0
20241213-0725,0,0,0,0
20241213-0730,0,0,0,0
20241213-0735,0,0,0,0
20241213-0740,0,0,0,0
20241213-0745,0,0,0,0
20241213-0750,0,0,0,0
20241213-0755,0,0,0,0
20241213-0800,0,0,0,0
20241213-0805,0,0,0,0
20241213-0810,0,0,0,0
20241213-0815,0,0,0,0
20241213-0820,0,0,0,0
20241213-0825,0,0,0,0
20241213-0830,0,0,0,0
20241213-0835,0,0,0,0
20241213-0840,0,0,0,0
20241213-0845,0,0,0,0
20241213-0850,0,0,1,5
20241213-0855,0,0,0,3
20241213-0900,0,0,0,1
20241213-0905,0,0,0,0
20241213-0910,0,0,0,0
20241213-0915,0,0,0,0
20241213-0920,0,0,0,0
20241213-0925,0,0,0,0
20241213-0930,0,0,0,0
20241213-0935,0,0,0,0
20241213-0940,0,0,0,0
20241213-0945,0,0,0,0
20241213-0950,0,0,0,0
20241213-0955,0,0,0,0
20241213-1000,0,0,0,0
20241213-1005,0,0,0,0
20241213-1010,0,0,1,0
20241213-1015,0,0,0,0
20241213-1020,0,0,0,0
20241213-1025,0,0,1,1
20241213-1030,0,0,1,0
20241213-1035,0,0,1,0
20241213-1040,0,0,4,1
20241213-1045,0,0,0,0
20241213-1050,0,0,0,0
20241213-1055,0,0,0,0
20241213-1100,0,0,0,0
20241213-1105,0,0,0,0
20241213-1110,0,0,0,0
20241213-1115,0,0,1,4
20241213-1120,0,0,5,7
20241213-1125,0,0,7,7
20241213-1130,0,0,7,10
20241213-1135,0,0,2,1
20241213-1140,0,0,4,5
20241213-1145,0,0,5,5
20241213-1150,0,0,3,5
20241213-1155,0,0,0,0
20241213-1200,0,0,0,0
20241213-1205,0,0,3,4
20241213-1210,0,0,0,0
20241213-1215,0,0,0,0
20241213-1220,1,0,0,0
20241213-1225,0,0,0,0
20241213-1230,0,0,0,0
20241213-1235,0,0,0,0
20241213-1240,0,0,0,0
20241213-1245,0,0,0,0
20241213-1250,1,4,0,0
20241213-1255,0,1,0,0
20241213-1300,0,0,0,0
20241213-1305,0,0,0,0
20241213-1310,0,0,2,2
20241213-1315,1,0,2,0
20241213-1320,0,0,4,4
20241213-1325,0,2,1,3
20241213-1330,0,0,3,4
20241213-1335,0,0,3,3
20241213-1340,0,0,4,12
20241213-1345,0,0,0,6
20241213-1350,0,0,3,2
20241213-1355,0,0,0,0
20241213-1400,0,0,0,0
20241213-1405,0,1,0,0
20241213-1410,0,0,0,0
20241213-1415,0,0,1,2
20241213-1420,0,0,2,1
20241213-1425,0,0,1,1
20241213-1430,0,0,0,0
20241213-1435,0,0,0,0
20241213-1440,0,0,0,0
20241213-1445,0,0,0,0
20241213-1450,0,0,0,0
20241213-1455,0,0,0,0
20241213-1500,0,0,0,0
20241213-1505,0,0,0,0
20241213-1510,0,0,0,0
20241213-1515,1,0,0,0
20241213-1520,0,3,0,0
20241213-1525,0,0,1,1
20241213-1530,0,0,0,0
20241213-1535,0,0,0,0
20241213-1540,0,0,0,5
20241213-1545,0,0,0,0
20241213-1550,0,0,2,11
20241213-1555,0,1,0,5
20241213-1600,0,0,1,0
20241213-1605,0,1,2,9
20241213-1610,0,0,2,3
20241213-1615,0,0,3,10
20241213-1620,0,0,2,7
20241213-1625,0,0,2,5
20241213-1630,0,0,5,7
20241213-1635,0,0,3,4
20241213-1640,0,0,2,3
20241213-1645,0,0,0,0
20241213-1650,0,0,1,7
20241213-1655,0,0,0,8
20241213-1700,0,0,1,4
20241213-1705,0,0,0,0
20241213-1710,0,0,0,0
20241213-1715,0,0,0,0
20241213-1720,0,0,0,0
20241213-1725,0,0,0,1
20241213-1730,0,0,2,6
20241213-1735,0,1,2,6
