date,adriantweets,adrianlikes,elontweets,elonlikes
20241007-0705,0,0,0,0
20241007-0710,0,0,0,0
20241007-0715,0,0,0,0
20241007-0720,0,0,0,0
20241007-0725,0,0,0,0
20241007-0730,0,0,0,0
20241007-0735,0,0,0,0
20241007-0740,0,0,0,0
20241007-0745,0,0,0,0
20241007-0750,0,0,0,0
20241007-0755,0,0,0,0
20241007-0800,0,0,0,0
20241007-0805,0,0,0,0
20241007-0810,0,0,0,0
20241007-0815,0,0,0,0
20241007-0820,0,0,0,0
20241007-0825,0,0,0,0
20241007-0830,0,0,0,0
20241007-0835,0,0,0,0
20241007-0840,0,0,0,0
20241007-0845,0,0,0,0
20241007-0850,0,0,0,0
20241007-0855,0,0,0,0
20241007-0900,0,0,0,0
20241007-0905,0,0,0,0
20241007-0910,0,0,0,0
20241007-0915,0,0,0,0
20241007-0920,0,0,0,0
20241007-0925,0,0,0,0
20241007-0930,0,0,0,0
20241007-0935,0,0,0,0
20241007-0940,0,0,0,0
20241007-0945,0,0,0,0
20241007-0950,0,0,0,0
20241007-0955,0,0,0,0
20241007-1000,0,0,0,0
20241007-1005,0,0,0,0
20241007-1010,0,0,0,0
20241007-1015,0,0,0,0
20241007-1020,0,0,0,0
20241007-1025,0,0,0,0
20241007-1030,0,0,0,0
20241007-1035,0,0,0,0
20241007-1040,0,0,0,0
20241007-1045,0,0,0,0
20241007-1050,0,0,0,0
20241007-1055,0,0,0,0
20241007-1100,0,0,0,0
20241007-1105,0,0,4,5
20241007-1110,0,0,0,0
20241007-1115,0,0,0,0
20241007-1120,0,0,0,0
20241007-1125,0,0,0,0
20241007-1130,0,0,0,0
20241007-1135,0,0,0,0
20241007-1140,0,0,0,0
20241007-1145,0,0,0,0
20241007-1150,0,0,0,1
20241007-1155,0,0,1,1
20241007-1200,0,0,0,1
20241007-1205,0,0,0,0
20241007-1210,0,0,0,0
20241007-1215,0,0,0,0
20241007-1220,0,0,0,0
20241007-1225,0,0,0,1
20241007-1230,0,0,5,4
20241007-1235,0,0,1,3
20241007-1240,0,0,4,6
20241007-1245,0,0,0,0
20241007-1250,0,0,0,0
20241007-1255,0,0,0,0
20241007-1300,0,0,0,0
20241007-1305,0,0,0,0
20241007-1310,0,0,0,0
20241007-1315,0,0,0,0
20241007-1320,0,0,0,0
20241007-1325,0,0,0,0
20241007-1330,0,1,0,0
20241007-1335,0,0,0,0
20241007-1340,0,0,0,0
20241007-1345,0,1,0,0
20241007-1350,0,1,1,1
20241007-1355,1,0,0,0
20241007-1400,0,0,0,0
20241007-1405,0,0,0,0
20241007-1410,0,0,0,0
20241007-1415,0,0,0,0
20241007-1420,0,0,0,0
20241007-1425,0,0,0,2
20241007-1430,0,0,0,0
20241007-1435,0,0,0,0
20241007-1440,0,0,0,0
20241007-1445,0,0,0,0
20241007-1450,0,0,0,0
20241007-1455,0,0,0,0
20241007-1500,0,0,0,0
20241007-1505,0,0,0,0
20241007-1510,0,0,0,0
20241007-1515,0,0,0,0
20241007-1520,0,0,0,0
20241007-1525,0,0,0,0
20241007-1530,0,0,0,0
20241007-1535,0,0,0,0
20241007-1540,0,0,0,0
20241007-1545,0,0,0,0
20241007-1550,1,0,0,0
20241007-1555,1,0,0,0
20241007-1600,0,0,0,0
20241007-1605,0,0,0,0
20241007-1610,0,0,0,0
20241007-1615,0,0,0,0
20241007-1620,0,0,0,0
20241007-1625,0,0,0,0
20241007-1630,0,0,0,0
20241007-1635,0,2,0,2
20241007-1640,0,0,0,0
20241007-1645,1,0,3,4
20241007-1650,1,1,5,12
20241007-1655,0,0,1,13
20241007-1700,0,0,1,5
20241007-1705,0,1,0,0
20241007-1710,0,0,0,0
20241007-1715,0,0,0,0
20241007-1720,0,0,0,0
20241007-1725,3,2,1,4
20241007-1730,1,0,1,0
20241007-1735,0,4,0,0
20241007-1740,0,2,0,0
20241007-1745,0,0,0,0
20241007-1750,0,0,0,0
20241007-1755,0,0,0,0
20241007-1800,0,0,0,0
20241007-1805,0,0,0,0
20241007-1810,0,0,0,0
20241007-1815,0,0,0,0
20241007-1820,0,0,0,0
20241007-1825,0,0,0,0
20241007-1830,0,1,0,0
20241007-1835,2,0,0,0
20241007-1840,0,1,0,0
20241007-1845,0,0,0,0
20241007-1850,0,0,0,0
20241007-1855,0,0,0,0
20241007-1900,0,0,0,0
20241007-1905,0,0,0,0
20241007-1910,0,0,0,0
20241007-1915,0,0,2,3
20241007-1920,0,0,2,2
20241007-1925,0,0,0,0
20241007-1930,0,0,0,0
20241007-1935,1,0,0,0
20241007-1940,0,0,0,0
20241007-1945,0,0,0,0
20241007-1950,0,0,0,0
20241007-1955,0,0,1,2
20241007-2000,0,0,3,11
20241007-2005,0,0,2,5
20241007-2010,0,0,0,0
20241007-2015,0,0,1,1
20241007-2020,0,0,0,0
20241007-2025,0,1,0,0
20241007-2030,0,0,0,0
20241007-2035,0,0,0,4
20241007-2040,0,0,1,9
20241007-2045,0,0,0,2
20241007-2050,0,0,1,0
20241007-2055,0,0,0,0
20241007-2100,0,0,0,0
20241007-2105,0,1,0,0
20241007-2110,0,1,0,0
20241007-2115,0,0,1,6
20241007-2120,0,0,0,0
20241007-2125,0,0,0,0
20241007-2130,0,0,0,0
20241007-2135,0,0,0,0
20241007-2140,0,0,0,0
20241007-2145,0,0,0,0
20241007-2150,0,0,0,0
20241007-2155,0,0,0,1
20241007-2200,0,0,1,7
20241007-2205,0,0,1,5
20241007-2210,0,0,0,2
20241007-2215,0,0,1,3
20241007-2220,0,0,1,0
20241007-2225,0,0,1,2
20241007-2230,0,0,1,0
20241007-2235,0,0,0,4
20241007-2240,0,0,1,4
20241007-2245,0,0,0,0
20241007-2250,0,0,0,0
20241007-2255,0,0,0,0
20241007-2300,0,0,0,0
20241007-2305,0,0,0,0
20241007-2310,0,0,0,1
20241007-2315,0,0,2,6
20241007-2320,0,0,2,6
20241007-2325,0,0,4,11
20241007-2330,0,0,1,9
20241007-2335,0,0,3,4
20241007-2340,2,0,2,10
20241007-2345,0,0,0,2
20241007-2350,0,0,0,0
20241007-2355,0,0,0,0
20241008-0000,0,0,0,0
20241008-0005,0,0,0,0
20241008-0010,0,0,0,0
20241008-0015,0,0,0,0
20241008-0020,0,0,0,0
20241008-0025,0,0,0,0
20241008-0030,0,0,0,0
20241008-0035,0,0,0,0
20241008-0040,0,0,0,0
20241008-0045,0,0,0,0
20241008-0050,0,0,0,0
20241008-0055,0,0,0,0
20241008-0100,0,0,0,0
20241008-0105,0,0,0,0
20241008-0110,0,0,0,0
20241008-0115,0,0,0,0
20241008-0120,0,0,0,0
20241008-0125,0,0,0,0
20241008-0130,0,0,0,0
20241008-0135,0,0,0,0
20241008-0140,0,0,0,0
20241008-0145,0,0,0,0
20241008-0150,0,0,0,0
20241008-0155,0,0,0,0
20241008-0200,0,0,0,0
20241008-0205,0,0,0,0
20241008-0210,0,0,0,0
20241008-0215,0,0,0,0
20241008-0220,0,0,0,0
20241008-0225,0,0,0,0
20241008-0230,0,0,0,0
20241008-0235,0,0,0,0
20241008-0240,0,0,0,0
20241008-0245,0,0,0,0
20241008-0250,0,0,0,0
20241008-0255,1,0,0,0
20241008-0300,0,0,1,5
20241008-0305,0,0,0,1
20241008-0310,0,0,0,3
20241008-0315,0,0,1,6
20241008-0320,0,0,3,3
20241008-0325,0,0,2,8
20241008-0330,0,0,2,5
20241008-0335,0,0,0,0
20241008-0340,0,1,0,2
20241008-0345,0,0,0,4
20241008-0350,0,0,0,0
20241008-0355,0,0,0,0
20241008-0400,0,0,0,0
20241008-0405,0,0,0,0
20241008-0410,0,0,0,0
20241008-0415,0,0,0,0
20241008-0420,0,0,0,0
20241008-0425,0,0,0,0
20241008-0430,0,0,0,0
20241008-0435,0,0,0,0
20241008-0440,0,0,0,0
20241008-0445,0,0,0,0
20241008-0450,0,0,0,0
20241008-0455,0,0,0,0
20241008-0500,0,0,0,0
20241008-0505,0,0,0,0
20241008-0510,0,0,0,0
20241008-0515,0,0,0,0
20241008-0520,0,0,0,0
20241008-0525,0,0,0,0
20241008-0530,0,0,0,0
20241008-0535,0,0,0,0
20241008-0540,0,0,0,0
20241008-0545,1,0,0,0
20241008-0550,0,0,0,0
20241008-0555,0,0,0,0
20241008-0600,0,0,0,0
20241008-0605,0,0,0,0
20241008-0610,0,0,0,0
20241008-0615,0,0,0,0
20241008-0620,0,0,0,0
20241008-0625,0,0,0,0
20241008-0630,0,0,0,0
20241008-0635,0,0,0,0
20241008-0640,0,0,0,0
20241008-0645,0,0,0,0
20241008-0650,0,0,0,0
20241008-0655,0,0,0,0
20241008-0700,0,0,0,0
20241008-0705,0,0,0,0
20241008-0710,0,0,0,0
20241008-0715,0,0,0,0
20241008-0720,0,0,0,0
20241008-0725,0,0,0,0
20241008-0730,0,0,0,0
20241008-0735,0,1,0,0
20241008-0740,0,1,0,0
20241008-0745,0,1,0,0
20241008-0750,0,0,0,0
20241008-0755,0,0,0,0
20241008-0800,0,0,0,0
20241008-0805,0,0,0,0
20241008-0810,0,0,0,0
20241008-0815,0,0,0,0
20241008-0820,0,0,0,0
20241008-0825,0,0,0,0
20241008-0830,0,0,0,0
20241008-0835,0,0,0,0
20241008-0840,0,0,0,0
20241008-0845,0,0,0,0
20241008-0850,0,0,0,0
20241008-0855,0,0,0,0
20241008-0900,0,0,0,0
20241008-0905,0,0,0,0
20241008-0910,0,0,0,0
20241008-0915,0,0,0,0
20241008-0920,0,0,0,0
20241008-0925,0,0,0,0
20241008-0930,0,0,0,0
20241008-0935,0,0,0,0
20241008-0940,0,0,0,0
20241008-0945,0,0,0,0
20241008-0950,0,0,0,0
20241008-0955,0,0,0,0
20241008-1000,0,0,0,0
20241008-1005,0,0,0,0
20241008-1010,0,0,0,0
20241008-1015,0,0,0,0
20241008-1020,0,0,0,0
20241008-1025,0,0,0,0
20241008-1030,0,0,0,0
20241008-1035,0,0,0,0
20241008-1040,0,0,0,0
20241008-1045,0,0,0,0
20241008-1050,0,0,0,0
20241008-1055,0,0,0,0
20241008-1100,0,0,0,0
20241008-1105,0,0,1,1
20241008-1110,0,0,0,0
20241008-1115,0,0,0,0
20241008-1120,0,0,0,0
20241008-1125,0,0,1,2
20241008-1130,0,0,0,0
20241008-1135,0,0,0,0
20241008-1140,0,0,0,0
20241008-1145,0,0,0,0
20241008-1150,0,0,0,0
20241008-1155,0,0,0,0
20241008-1200,0,0,0,0
20241008-1205,0,0,0,0
20241008-1210,0,0,0,0
20241008-1215,0,1,0,0
20241008-1220,0,0,0,0
20241008-1225,2,1,0,0
20241008-1230,0,0,0,0
20241008-1235,0,0,0,0
20241008-1240,1,0,0,0
20241008-1245,0,0,0,0
20241008-1250,0,2,0,0
20241008-1255,0,3,0,0
20241008-1300,0,0,0,0
20241008-1305,0,0,0,0
20241008-1310,0,0,0,0
20241008-1315,0,0,0,0
20241008-1320,0,0,0,0
20241008-1325,1,1,0,0
20241008-1330,0,0,0,0
20241008-1335,0,0,0,0
20241008-1340,1,2,0,0
20241008-1345,0,1,0,0
20241008-1350,0,0,0,0
20241008-1355,0,0,0,0
20241008-1400,0,0,0,0
20241008-1405,0,0,0,0
20241008-1410,0,0,0,0
20241008-1415,0,0,0,0
20241008-1420,0,0,0,0
20241008-1425,0,0,0,0
20241008-1430,0,0,0,0
20241008-1435,0,0,0,0
20241008-1440,0,0,0,0
20241008-1445,0,0,0,0
20241008-1450,0,0,0,0
20241008-1455,0,0,0,0
20241008-1500,0,0,0,0
20241008-1505,0,0,0,0
20241008-1510,0,0,0,0
20241008-1515,0,0,0,0
20241008-1520,0,0,0,0
20241008-1525,0,0,0,0
20241008-1530,0,0,0,0
20241008-1535,0,0,0,0
20241008-1540,0,0,0,0
20241008-1545,0,0,0,0
20241008-1550,0,0,0,0
20241008-1555,0,0,0,0
20241008-1600,1,0,0,0
20241008-1605,0,1,0,0
20241008-1610,0,1,0,0
20241008-1615,0,0,0,0
20241008-1620,0,0,0,0
20241008-1625,0,0,0,0
20241008-1630,1,0,0,0
20241008-1635,0,1,0,0
20241008-1640,0,0,0,0
20241008-1645,0,0,0,0
20241008-1650,0,0,0,0
20241008-1655,0,2,0,0
20241008-1700,0,0,0,0
20241008-1705,0,0,0,0
20241008-1710,0,0,0,0
20241008-1715,0,0,0,0
20241008-1720,0,0,0,0
20241008-1725,0,0,0,0
20241008-1730,0,0,0,0
20241008-1735,0,0,0,0
20241008-1740,0,0,0,0
20241008-1745,0,0,0,0
20241008-1750,0,0,0,0
20241008-1755,0,0,0,0
20241008-1800,0,0,0,0
20241008-1805,0,1,0,0
20241008-1810,1,1,0,0
20241008-1815,1,0,0,0
20241008-1820,0,0,0,0
20241008-1825,0,0,0,0
20241008-1830,0,1,0,0
20241008-1835,0,0,0,0
20241008-1840,0,0,0,0
20241008-1845,0,0,0,0
20241008-1850,0,0,0,0
20241008-1855,0,1,0,0
20241008-1900,0,0,0,0
20241008-1905,0,3,0,0
20241008-1910,0,0,0,0
20241008-1915,0,1,0,0
20241008-1920,0,0,0,0
20241008-1925,0,0,0,0
20241008-1930,0,0,0,0
20241008-1935,0,1,0,0
20241008-1940,0,1,0,0
20241008-1945,0,0,0,0
20241008-1950,0,0,0,0
20241008-1955,0,2,0,0
20241008-2000,0,0,0,0
20241008-2005,0,0,0,0
20241008-2010,0,0,0,0
20241008-2015,0,0,0,0
20241008-2020,0,0,0,0
20241008-2025,0,0,0,0
20241008-2030,0,0,0,0
20241008-2035,0,0,0,0
20241008-2040,0,0,0,0
20241008-2045,0,0,0,0
20241008-2050,0,0,0,0
20241008-2055,0,0,0,0
20241008-2100,0,0,0,0
20241008-2105,0,0,0,0
20241008-2110,0,0,0,0
20241008-2115,0,0,0,0
20241008-2120,0,0,0,0
20241008-2125,1,1,0,0
20241008-2130,0,0,0,0
20241008-2135,1,2,0,0
20241008-2140,0,0,0,0
20241008-2145,0,0,0,0
20241008-2150,0,1,0,0
20241008-2155,0,0,0,0
20241008-2200,0,0,0,0
20241008-2205,0,0,0,0
20241008-2210,0,0,0,0
20241008-2215,0,1,0,0
20241008-2220,0,0,0,0
20241008-2225,0,0,0,0
20241008-2230,0,0,0,0
20241008-2235,0,0,0,0
20241008-2240,0,0,0,0
20241008-2245,0,0,0,0
20241008-2250,0,0,0,0
20241008-2255,0,0,0,0
20241008-2300,0,0,0,0
20241008-2305,0,0,0,0
20241008-2310,0,0,0,0
20241008-2315,0,0,0,0
20241008-2320,0,0,0,0
20241008-2325,0,0,0,0
20241008-2330,0,0,0,0
20241008-2335,0,0,0,1
20241008-2340,0,0,1,3
20241008-2345,0,0,1,0
20241008-2350,0,0,0,0
20241008-2355,0,0,0,0
20241009-0000,0,0,0,0
20241009-0005,0,0,0,0
20241009-0010,0,0,0,0
20241009-0015,0,0,0,0
20241009-0020,0,0,0,0
20241009-0025,0,0,0,0
20241009-0030,0,0,0,0
20241009-0035,0,0,0,0
20241009-0040,0,0,0,0
20241009-0045,0,0,0,0
20241009-0050,0,0,0,0
20241009-0055,0,0,0,0
20241009-0100,0,0,3,9
20241009-0105,0,0,5,4
20241009-0110,0,0,4,8
20241009-0115,0,0,1,1
20241009-0120,0,0,0,0
20241009-0125,0,0,0,0
20241009-0130,0,0,0,0
20241009-0135,0,0,0,0
20241009-0140,0,0,0,0
20241009-0145,0,0,0,0
20241009-0150,0,0,0,0
20241009-0155,0,0,0,0
20241009-0200,0,0,0,0
20241009-0205,0,0,0,0
20241009-0210,0,0,0,0
20241009-0215,0,0,0,0
20241009-0220,0,0,0,0
20241009-0225,0,0,0,0
20241009-0230,0,0,0,0
20241009-0235,0,0,0,0
20241009-0240,0,0,0,0
20241009-0245,0,0,0,0
20241009-0250,0,0,0,0
20241009-0255,0,0,0,0
20241009-0300,0,0,0,0
20241009-0305,0,0,0,0
20241009-0310,0,0,0,0
20241009-0315,0,0,0,0
20241009-0320,0,1,0,0
20241009-0325,0,0,0,0
20241009-0330,0,0,0,0
20241009-0335,0,0,0,0
20241009-0340,0,0,0,0
20241009-0345,0,0,0,0
20241009-0350,0,0,0,0
20241009-0355,0,0,0,0
20241009-0400,1,0,0,0
20241009-0405,0,0,0,0
20241009-0410,0,0,0,0
20241009-0415,0,0,0,0
20241009-0420,0,0,0,0
20241009-0425,0,0,0,0
20241009-0430,0,0,0,0
20241009-0435,0,0,0,0
20241009-0440,0,0,0,0
20241009-0445,0,0,0,0
20241009-0450,0,0,0,0
20241009-0455,0,0,0,0
20241009-0500,0,0,0,0
20241009-0505,0,0,0,0
20241009-0510,0,0,0,0
20241009-0515,0,0,0,0
20241009-0520,0,0,0,0
20241009-0525,0,0,0,0
20241009-0530,0,0,0,0
20241009-0535,0,0,0,0
20241009-0540,0,0,0,0
20241009-0545,0,0,0,0
20241009-0550,0,0,0,0
20241009-0555,0,0,0,0
20241009-0600,0,0,0,0
20241009-0605,0,0,0,0
20241009-0610,0,0,0,0
20241009-0615,0,0,0,0
20241009-0620,0,0,0,0
20241009-0625,0,0,0,0
20241009-0630,0,0,0,0
20241009-0635,0,0,0,0
20241009-0640,0,0,0,0
20241009-0645,0,0,0,0
20241009-0650,0,0,0,0
20241009-0655,0,0,0,0
20241009-0700,0,0,0,0
20241009-0705,0,0,0,0
20241009-0710,0,0,0,0
20241009-0715,0,0,0,0
20241009-0720,0,0,0,0
20241009-0725,0,0,0,0
20241009-0730,0,0,0,0
20241009-0735,0,0,0,0
20241009-0740,0,0,0,0
20241009-0745,0,0,0,0
20241009-0750,0,0,0,0
20241009-0755,0,0,0,0
20241009-0800,0,0,0,0
20241009-0805,0,0,0,0
20241009-0810,0,0,0,0
20241009-0815,0,0,0,0
20241009-0820,0,0,0,0
20241009-0825,0,0,0,0
20241009-0830,0,0,0,0
20241009-0835,0,0,0,0
20241009-0840,0,0,0,0
20241009-0845,0,0,0,0
20241009-0850,0,0,0,0
20241009-0855,0,0,0,0
20241009-0900,0,0,1,0
20241009-0905,0,0,4,5
20241009-0910,0,0,0,1
20241009-0915,0,0,0,0
20241009-0920,0,0,0,0
20241009-0925,0,0,0,0
20241009-0930,0,0,0,0
20241009-0935,0,0,0,0
20241009-0940,0,0,0,0
20241009-0945,1,0,0,0
20241009-0950,0,0,0,0
20241009-0955,0,0,0,0
20241009-1000,0,0,0,0
20241009-1005,0,0,0,0
20241009-1010,0,0,0,0
20241009-1015,0,0,0,0
20241009-1020,0,0,0,0
20241009-1025,0,0,0,0
20241009-1030,0,0,0,0
20241009-1035,0,0,0,0
20241009-1040,0,0,0,0
20241009-1045,0,0,0,0
20241009-1050,0,0,0,0
20241009-1055,0,0,0,0
20241009-1100,0,0,0,0
20241009-1105,0,0,0,0
20241009-1110,0,0,0,0
20241009-1115,0,0,0,0
20241009-1120,0,0,0,0
20241009-1125,0,0,0,0
20241009-1130,0,0,0,0
20241009-1135,0,0,0,0
20241009-1140,0,0,0,0
20241009-1145,0,0,0,0
20241009-1150,0,0,4,2
20241009-1155,0,0,0,0
20241009-1200,0,0,0,0
20241009-1205,0,0,0,0
20241009-1210,0,0,0,0
20241009-1215,0,0,0,0
20241009-1220,0,0,0,0
20241009-1225,0,0,0,0
20241009-1230,0,0,0,0
20241009-1235,0,0,0,0
20241009-1240,0,0,0,0
20241009-1245,0,0,0,0
20241009-1250,0,0,0,0
20241009-1255,0,0,0,0
20241009-1300,0,0,0,0
20241009-1305,0,0,0,0
20241009-1310,0,0,0,0
20241009-1315,0,0,0,0
20241009-1320,0,0,0,0
20241009-1325,0,0,0,0
20241009-1330,0,0,0,0
20241009-1335,0,0,0,0
20241009-1340,0,0,0,0
20241009-1345,0,0,0,0
20241009-1350,0,0,0,0
20241009-1355,0,0,0,0
20241009-1400,0,0,0,0
20241009-1405,0,0,0,0
20241009-1410,0,0,0,0
20241009-1415,0,0,0,1
20241009-1420,0,0,0,0
20241009-1425,0,0,0,0
20241009-1430,0,0,0,0
20241009-1435,0,0,0,0
20241009-1440,1,0,0,0
20241009-1445,1,0,0,0
20241009-1450,0,0,0,0
20241009-1455,0,0,1,1
20241009-1500,0,0,0,0
20241009-1505,1,1,1,1
20241009-1510,0,5,0,0
20241009-1515,0,0,1,1
20241009-1520,0,0,3,1
20241009-1525,1,0,0,0
20241009-1530,0,0,0,0
20241009-1535,0,0,0,0
20241009-1540,0,5,0,0
20241009-1545,0,0,0,0
20241009-1550,0,0,0,0
20241009-1555,0,0,0,0
20241009-1600,1,0,0,0
20241009-1605,0,2,0,0
20241009-1610,1,1,0,0
20241009-1615,0,0,0,0
20241009-1620,0,1,0,0
20241009-1625,0,0,0,0
20241009-1630,0,0,0,0
20241009-1635,0,0,0,0
20241009-1640,0,0,0,0
20241009-1645,0,0,0,0
20241009-1650,0,0,0,0
20241009-1655,0,0,0,0
20241009-1700,0,0,0,0
20241009-1705,0,0,0,0
20241009-1710,0,0,0,0
20241009-1715,0,0,0,0
20241009-1720,0,0,0,0
20241009-1725,0,0,0,0
20241009-1730,0,0,0,0
20241009-1735,0,0,0,0
20241009-1740,0,0,0,0
20241009-1745,0,0,0,0
20241009-1750,0,0,0,0
20241009-1755,0,0,0,0
20241009-1800,0,0,0,0
20241009-1805,0,2,0,0
20241009-1810,0,0,0,0
20241009-1815,0,0,0,0
20241009-1820,0,0,0,0
20241009-1825,0,0,0,0
20241009-1830,0,0,0,0
20241009-1835,0,0,0,0
20241009-1840,0,0,0,0
20241009-1845,0,1,0,0
20241009-1850,0,0,0,0
20241009-1855,1,0,0,0
20241009-1900,1,0,0,0
20241009-1905,0,0,0,0
20241009-1910,0,0,0,0
20241009-1915,0,0,0,0
20241009-1920,0,0,1,1
20241009-1925,0,1,0,0
20241009-1930,0,0,2,1
20241009-1935,0,0,0,0
20241009-1940,0,0,0,0
20241009-1945,0,0,1,0
20241009-1950,0,1,0,0
20241009-1955,0,0,0,0
20241009-2000,0,0,0,0
20241009-2005,0,0,0,0
20241009-2010,0,0,0,0
20241009-2015,0,0,0,0
20241009-2020,0,0,0,0
20241009-2025,0,0,0,0
20241009-2030,0,0,0,0
20241009-2035,0,0,0,0
20241009-2040,0,0,0,0
20241009-2045,0,1,0,0
20241009-2050,0,0,0,0
20241009-2055,0,0,0,0
20241009-2100,0,0,0,0
20241009-2105,0,0,0,0
20241009-2110,0,0,0,0
20241009-2115,0,0,0,0
20241009-2120,0,0,0,0
20241009-2125,0,0,0,0
20241009-2130,0,0,0,0
20241009-2135,0,0,0,0
20241009-2140,0,0,0,0
20241009-2145,0,0,0,0
20241009-2150,0,0,0,0
20241009-2155,0,0,0,0
20241009-2200,0,0,0,0
20241009-2205,0,0,0,0
20241009-2210,0,0,0,0
20241009-2215,0,0,0,0
20241009-2220,0,0,0,0
20241009-2225,0,0,0,0
20241009-2230,0,0,0,0
20241009-2235,0,0,0,0
20241009-2240,0,0,0,0
20241009-2245,0,0,0,0
20241009-2250,0,1,0,0
20241009-2255,0,0,1,4
20241009-2300,0,0,0,3
20241009-2305,0,0,0,1
20241009-2310,0,0,1,2
20241009-2315,0,0,2,3
20241009-2320,0,0,1,0
20241009-2325,0,0,2,3
20241009-2330,1,0,4,3
20241009-2335,0,0,5,9
20241009-2340,0,0,0,0
20241009-2345,0,0,0,1
20241009-2350,0,0,0,1
20241009-2355,0,0,0,0
20241010-0000,0,0,0,0
20241010-0005,0,0,0,0
20241010-0010,0,0,0,0
20241010-0015,0,0,0,0
20241010-0020,0,0,0,0
20241010-0025,0,0,0,0
20241010-0030,0,0,0,0
20241010-0035,0,0,0,0
20241010-0040,0,0,0,0
20241010-0045,0,1,0,0
20241010-0050,0,1,0,0
20241010-0055,0,1,0,0
20241010-0100,0,0,0,0
20241010-0105,0,0,0,0
20241010-0110,0,0,0,0
20241010-0115,0,0,0,0
20241010-0120,0,0,0,0
20241010-0125,0,0,0,0
20241010-0130,0,0,0,0
20241010-0135,0,0,0,0
20241010-0140,0,0,0,0
20241010-0145,0,0,0,0
20241010-0150,0,0,0,0
20241010-0155,0,0,0,0
20241010-0200,0,0,0,0
20241010-0205,0,0,0,0
20241010-0210,0,0,0,0
20241010-0215,0,0,0,0
20241010-0220,0,0,0,0
20241010-0225,0,0,0,0
20241010-0230,0,0,0,0
20241010-0235,0,0,0,0
20241010-0240,0,0,0,0
20241010-0245,0,0,0,0
20241010-0250,0,0,0,0
20241010-0255,0,1,0,0
20241010-0300,0,0,0,0
20241010-0305,0,0,0,0
20241010-0310,0,1,0,0
20241010-0315,0,0,0,0
20241010-0320,0,0,0,0
20241010-0325,0,0,0,0
20241010-0330,0,0,0,0
20241010-0335,0,0,0,0
20241010-0340,0,0,0,0
20241010-0345,0,0,0,0
20241010-0350,0,0,0,0
20241010-0355,0,0,0,0
20241010-0400,0,1,0,0
20241010-0405,0,0,0,0
20241010-0410,0,0,0,0
20241010-0415,0,0,0,0
20241010-0420,0,0,0,0
20241010-0425,0,0,0,0
20241010-0430,1,0,0,0
20241010-0435,0,0,0,0
20241010-0440,0,0,0,0
20241010-0445,0,0,0,0
20241010-0450,0,1,0,0
20241010-0455,0,0,0,0
20241010-0500,0,0,0,0
20241010-0505,0,0,0,0
20241010-0510,0,0,0,0
20241010-0515,0,0,0,0
20241010-0520,0,0,0,0
20241010-0525,0,0,0,0
20241010-0530,0,0,0,0
20241010-0535,0,0,0,0
20241010-0540,0,0,0,0
20241010-0545,0,0,0,0
20241010-0550,1,0,0,0
20241010-0555,0,0,0,0
20241010-0600,0,0,0,0
20241010-0605,0,0,0,0
20241010-0610,0,0,0,0
20241010-0615,0,0,0,0
20241010-0620,0,0,0,0
20241010-0625,0,0,0,0
20241010-0630,0,0,0,0
20241010-0635,0,0,0,0
20241010-0640,0,0,0,0
20241010-0645,0,0,0,0
20241010-0650,0,0,0,0
20241010-0655,0,0,0,0
20241010-0700,0,0,0,0
20241010-0705,0,0,0,0
20241010-0710,0,0,1,1
20241010-0715,0,0,2,2
20241010-0720,0,0,2,4
20241010-0725,0,0,3,3
20241010-0730,0,0,1,0
20241010-0735,0,0,0,0
20241010-0740,0,0,0,0
20241010-0745,0,0,0,0
20241010-0750,0,0,1,4
20241010-0755,0,0,2,6
20241010-0800,0,0,0,2
20241010-0805,0,0,5,2
20241010-0810,0,0,0,0
20241010-0815,0,0,0,0
20241010-0820,0,0,0,0
20241010-0825,0,0,0,0
20241010-0830,0,0,0,0
20241010-0835,0,0,0,0
20241010-0840,0,0,0,0
20241010-0845,0,0,0,0
20241010-0850,0,0,0,0
20241010-0855,0,0,0,0
20241010-0900,0,0,0,0
20241010-0905,0,0,0,0
20241010-0910,0,0,0,0
20241010-0915,0,0,0,2
20241010-0920,0,0,0,0
20241010-0925,0,0,0,0
20241010-0930,0,0,0,0
20241010-0935,0,0,0,0
20241010-0940,0,0,0,0
20241010-0945,0,0,0,0
20241010-0950,0,0,0,0
20241010-0955,0,0,0,0
20241010-1000,0,0,0,0
20241010-1005,0,0,2,4
20241010-1010,0,0,1,2
20241010-1015,0,0,0,0
20241010-1020,0,0,3,2
20241010-1025,0,0,0,1
20241010-1030,0,0,0,1
20241010-1035,0,0,0,1
20241010-1040,0,0,0,0
20241010-1045,0,0,0,0
20241010-1050,0,0,1,0
20241010-1055,0,0,4,5
20241010-1100,0,0,2,2
20241010-1105,0,0,0,0
20241010-1110,0,0,0,0
20241010-1115,0,0,0,0
20241010-1120,0,0,0,0
20241010-1125,0,0,1,0
20241010-1130,0,0,0,0
20241010-1135,0,0,0,0
20241010-1140,0,0,0,0
20241010-1145,0,0,0,0
20241010-1150,0,0,0,0
20241010-1155,0,0,0,0
20241010-1200,0,0,0,0
20241010-1205,0,0,0,0
20241010-1210,0,0,0,0
20241010-1215,0,0,0,0
20241010-1220,0,0,0,0
20241010-1225,0,0,0,0
20241010-1230,0,0,0,0
20241010-1235,0,0,0,0
